surface_form	normalized_form	segmentation	alt_segmentations	gloss	lemma	alt_lemmas	pos	alt_pos	confidence	first_verse	frequency	review_reasons	status
kikhom	kikhom	ki-khom		REFL-place	khom		UNK		high	26039009	1	pos_unknown	auto_resolved
pikhau	pikhau	pi-khau		big-brass	pi		UNK		high	26040003	1	pos_unknown	auto_resolved
Kulhkong	kulhkong	kulh-kong		gate	kulh		UNK		high	26040015	1	pos_unknown	auto_resolved
pum-a	pum-a	pum-a		body-LOC	pum		UNK		high	26040038	1	pos_unknown	auto_resolved
neuneu	neuneu	neu~neu		small~REDUP	neu~neu		UNK		high	26041005	1	pos_unknown	auto_resolved
kihui-in	kihui-in	ki-hui-in		REFL-gather-ERG	hui		UNK		high	26041016	1	pos_unknown	auto_resolved
“Zadok	“zadok	Zadok'		ZADOK.POSS	zadok		UNK		high	26044015	1	pos_unknown	auto_resolved
mawkte	mawkte	mawk-te		wonder-PL	mawk		UNK		high	26044031	1	pos_unknown	auto_resolved
kisehin	kisehin	kiseh-in		appoint-ERG	kiseh		UNK		high	26045002	1	pos_unknown	auto_resolved
ngapzo	ngapzo	ngap-zo		cross-able	ngap		UNK		high	26047005	1	pos_unknown	auto_resolved
(Hauran	(hauran	Hauran		HAURAN	hauran		UNK		high	26047016	1	pos_unknown	auto_resolved
semnengawp	semnengawp	semnen-gawp		piece-INTENS	semnen		UNK		high	27002005	1	pos_unknown	auto_resolved
kitamnen	kitamnen	ki-tam-nen		REFL-many-become	tam		UNK		high	27002035	1	pos_unknown	auto_resolved
satnenin	satnenin	satnen-in		piece-ERG	satnen		UNK		high	27002040	1	pos_unknown	auto_resolved
kibalnengawp	kibalnengawp	ki-balnen-gawp		REFL-tear-INTENS	balnen		UNK		high	27003029	1	pos_unknown	auto_resolved
“Beltashazzar	“beltashazzar	Beltashazzar		BELTASHAZZAR	beltashazzar		UNK		high	27004018	1	pos_unknown	auto_resolved
encikin	encikin	encik-in		eye-ERG	encik		UNK		high	27006004	1	pos_unknown	auto_resolved
“Darias	“darias	Darias		DARIAS	darias		UNK		high	27006006	1	pos_unknown	auto_resolved
seemgawp	seemgawp	seem-gawp		give-INTENS	seem		UNK		high	27007002	1	pos_unknown	auto_resolved
kidomkaang	kidomkaang	ki-dom-kaang		REFL-stand-straight	dom		UNK		high	27007004	1	pos_unknown	auto_resolved
kiphen	kiphen	ki-phen		REFL-open	phen		UNK		high	27007010	1	pos_unknown	auto_resolved
kikhulin	kikhulin	kikhul-in		cast-ERG	kikhul		UNK		high	27007011	1	pos_unknown	auto_resolved
“Sapi	“sapi	Sapi		SAPI	sapi		UNK		high	27007023	1	pos_unknown	auto_resolved
“Ki	“ki	Ki		REFL	ki		UNK		high	27007024	1	pos_unknown	auto_resolved
“Gabriel	“gabriel	Gabriel		GABRIEL	gabriel		UNK		high	27008016	1	pos_unknown	auto_resolved
daplan	daplan	da-plan		dry-flat	da		UNK		high	27008025	1	pos_unknown	auto_resolved
kisehzo	kisehzo	kiseh-zo		appoint-able	kiseh		UNK		high	27009024	1	pos_unknown	auto_resolved
Gangawh	gangawh	gan-gawh		week-half	gan		UNK		high	27009027	1	pos_unknown	auto_resolved
khauhkik	khauhkik	khauh-kik		harden-ITER	khauh		UNK		high	27010018	1	pos_unknown	auto_resolved
kuankikin	kuankikin	kuan-kik-in		family-ITER-CVB	kuan		UNK		high	27011013	1	pos_unknown	auto_resolved
kilemte	kilemte	ki-lem-te		prepare-PL	lem		UNK		high	27011024	1	pos_unknown	auto_resolved
peuhin	peuhin	peuh-in		own-ERG	peuh		UNK		high	27011028	1	pos_unknown	auto_resolved
Diblaim	diblaim	Diblaim'		DIBLAIM.POSS	diblaim		UNK		high	28001003	1	pos_unknown	auto_resolved
suksiatsakin	suksiatsakin	suksiatsak-in		down-CVB	suksiatsak		UNK		high	28002012	1	pos_unknown	auto_resolved
Jezreel-te	jezreel-te	Jezreel-te'		JEZREEL-TE.POSS	jezreel		UNK		high	28002021	1	pos_unknown	auto_resolved
terebinth	terebinth	terebinth		TEREBINTH	terebinth		UNK		high	28004013	1	pos_unknown	auto_resolved
Bethaven-ah	bethaven-ah	bethaven-ah		BETHAVEN-LOC	bethaven		UNK		high	28004015	1	pos_unknown	auto_resolved
phengphi	phengphi	pheng-phi		testify-against	pheng		UNK		high	28004016	1	pos_unknown	auto_resolved
uuklua	uuklua	uuk-lua		bend-exceed	uuk		UNK		high	28004017	1	pos_unknown	auto_resolved
pukpih	pukpih	puk-pih		fall-APPL	puk		UNK		high	28005005	1	pos_unknown	auto_resolved
thengpak	thengpak	theng-pak		clear-INTENS	theng		UNK		high	28006004	1	pos_unknown	auto_resolved
seem	seem	seem		give	seem		UNK		high	28007004	1	pos_unknown	auto_resolved
khukhu	khukhu	khu~khu		smoke~REDUP	khu~khu		UNK		high	28007006	1	pos_unknown	auto_resolved
khoi-in	khoi-in	khoi-in		nurse-ERG	khoi		UNK		high	28007015	1	pos_unknown	auto_resolved
dengcip	dengcip	deng-cip		strike-deep	deng		UNK		high	28010008	1	pos_unknown	auto_resolved
thuapthuapin	thuapthuapin	thuap-thuap-in		boast-REDUP-ERG	thuap		UNK		high	28010010	1	pos_unknown	auto_resolved
phualphualin	phualphualin	phual~phual-in		pitch~REDUP-ERG	phual~phual		UNK		high	28012011	1	pos_unknown	auto_resolved
lakhiakik	lakhiakik	lakhia-kik		off-ITER	lakhia		UNK		high	28013011	1	pos_unknown	auto_resolved
Pethuel	pethuel	Pethuel'		PETHUEL.POSS	pethuel		UNK		high	29001001	1	pos_unknown	auto_resolved
alh	alh	alh		wing	alh		UNK		high	29002003	1	pos_unknown	auto_resolved
phugawp	phugawp	phu-gawp		carry-INTENS	phu		UNK		high	29002008	1	pos_unknown	auto_resolved
temkawite	temkawite	tem-kawi-te		prune-hook-PL	tem		UNK		high	29003010	1	pos_unknown	auto_resolved
gawigawp	gawigawp	gawi-gawp		stamp-INTENS	gawi		UNK		high	30001003	1	pos_unknown	auto_resolved
netcipsuk	netcipsuk	net-cip-suk		twist-deep-push	net		UNK		high	30002013	1	pos_unknown	auto_resolved
nengcipsuk	nengcipsuk	neng-cip-suk		lean-deep-push	neng		UNK		high	30002013	1	pos_unknown	auto_resolved
kimawksai	kimawksai	ki-mawk-sai		REFL-wet-leave	mawk		UNK		high	30003005	1	pos_unknown	auto_resolved
kulhvang	kulhvang	kulh-vang		wall-power	kulh		UNK		high	30004003	1	pos_unknown	auto_resolved
dildel	dildel	dil~del		glitter~REDUP	dil~del		UNK		high	30005002	1	pos_unknown	auto_resolved
kizia	kizia	ki-zia		REFL-crouch	zia		UNK		high	30006004	1	pos_unknown	auto_resolved
“Khaukhai	“khaukhai	Khaukhai		KHAUKHAI	khaukhai		UNK		high	30007008	1	pos_unknown	auto_resolved
kihaih	kihaih	ki-haih		REFL-join	haih		UNK		high	30009009	1	pos_unknown	auto_resolved
naizo	naizo	nai-zo		near-finish	nai		UNK		high	31001015	1	pos_unknown	auto_resolved
“Ihmu	“ihmu	Ihmu		IHMU	ihmu		UNK		high	32001006	1	pos_unknown	auto_resolved
tamzawte	tamzawte	tamzawte'		greater-PL.POSS	tamzawte		UNK		high	32004011	1	pos_unknown	auto_resolved
nilsuk	nilsuk	nil-suk		light-rest	nil		UNK		high	33001006	1	pos_unknown	auto_resolved
gankhawk	gankhawk	gan-khawk		carry-shake	gan		UNK		high	33002012	1	pos_unknown	auto_resolved
kidimkik	kidimkik	kidim-kik		full-ITER	kidim		UNK		high	33002012	1	pos_unknown	auto_resolved
tumsan	tumsan	tum-san		all-at	tum		UNK		high	33003006	1	pos_unknown	auto_resolved
cilgawp	cilgawp	cil-gawp		answer-strike	cil		UNK		high	33004012	1	pos_unknown	auto_resolved
heu	heu	heu		blow	heu		UNK		high	33007001	1	pos_unknown	auto_resolved
kikhan	kikhan	ki-khan		REFL-generation	khan		UNK		high	33007011	1	pos_unknown	auto_resolved
taw-ah	taw-ah	taw-ah		with-LOC	taw		UNK		high	33007019	1	pos_unknown	auto_resolved
linglom	linglom	ling-lom		bell-friend	ling		UNK		high	34001010	1	pos_unknown	auto_resolved
koplen	koplen	kop-len'		call-play.POSS	kop		UNK		high	34002003	1	pos_unknown	auto_resolved
kilehsuk	kilehsuk	ki-leh-suk		REFL-return-push	leh		UNK		high	34002004	1	pos_unknown	auto_resolved
lauhlauh	lauhlauh	lauh~lauh		rattle~REDUP	lauh~lauh		UNK		high	34003002	1	pos_unknown	auto_resolved
kiciangin	kiciangin	ki-ciang-in		REFL-announce-CVB	ciang		UNK		high	34003003	1	pos_unknown	auto_resolved
“Nineveh	“nineveh	Nineveh		NINEVEH	nineveh		UNK		high	34003005	1	pos_unknown	auto_resolved
miamua	miamua	mia-mua		face-wet	mia		UNK		high	34003017	1	pos_unknown	auto_resolved
kilehhei-in	kilehhei-in	ki-leh-hei-in		REFL-return-wonder-ERG	leh		UNK		high	35001004	1	pos_unknown	auto_resolved
kimetcip	kimetcip	ki-met-cip		REFL-squeeze-deep	met		UNK		high	35003006	1	pos_unknown	auto_resolved
suthang	suthang	su-thang		push-rise	su		UNK		high	35003014	1	pos_unknown	auto_resolved
pukcipsuk	pukcipsuk	puk-cip-suk		fall-deep-push	puk		UNK		high	35003016	1	pos_unknown	auto_resolved
khuangin	khuangin	khuang-in		drum-ERG	khuang		UNK		high	36002014	1	pos_unknown	auto_resolved
Sheatiel	sheatiel	Sheatiel'		SHEATIEL.POSS	sheatiel		UNK		high	37001012	1	pos_unknown	auto_resolved
kiciangkik	kiciangkik	ki-ciang-kik		REFL-announce-ITER	ciang		UNK		high	38001016	1	pos_unknown	auto_resolved
tunzo	tunzo	tun-zo		arrive-COMPL	tun		UNK		high	38004006	1	pos_unknown	auto_resolved
“Zerubbabel	“zerubbabel	Zerubbabel		ZERUBBABEL	zerubbabel		UNK		high	38004009	1	pos_unknown	auto_resolved
“Meivakkhuam	“meivakkhuam	Meivakkhuam		MEIVAKKHUAM	meivakkhuam		UNK		high	38004011	1	pos_unknown	auto_resolved
siinkik	siinkik	siin-kik		alive-ITER	siin		UNK		high	38005008	1	pos_unknown	auto_resolved
Josiah-te	josiah-te	josiah-te		JOSIAH-PL	josiah		UNK		high	38006014	1	pos_unknown	auto_resolved
teeklua	teeklua	teek-lua		sink-exceed	teek		UNK		high	38008004	1	pos_unknown	auto_resolved
phezaizai	phezaizai	phe-zai-zai		spread-REDUP~REDUP	phe		UNK		high	38008005	1	pos_unknown	auto_resolved
“Gawh	“gawh	Gawh		GAWH	gawh		UNK		high	38011004	1	pos_unknown	auto_resolved
giaugiau	giaugiau	giau~giau		wait.upon~REDUP	giau~giau		UNK		high	38011011	1	pos_unknown	auto_resolved
“Kimanna	“kimanna	Kimanna		KIMANNA	kimanna		UNK		high	38011017	1	pos_unknown	auto_resolved
tawcip	tawcip	taw-cip		arm-squeeze	taw		UNK		high	38011017	1	pos_unknown	auto_resolved
buhphual	buhphual	buh-phual		rice-torch	buh		UNK		high	38012006	1	pos_unknown	auto_resolved
lokho-in	lokho-in	lokho-in		farmer-ERG	lokho		UNK		high	38013005	1	pos_unknown	auto_resolved
sulin	sulin	sul-in		track-ERG	sul		UNK		high	38013006	1	pos_unknown	auto_resolved
kitamin	kitamin	kitam-in		break-ERG	kitam		UNK		high	38014004	1	pos_unknown	auto_resolved
muatin	muatin	muat-in		rot-ERG	muat		UNK		high	38014012	1	pos_unknown	auto_resolved
Kipia,”	kipia,”	Kipia		KIPIA	kipia		UNK		high	38014020	1	pos_unknown	auto_resolved
“Siampite	“siampite	Siampite		SIAMPITE	siampite		UNK		high	39002001	1	pos_unknown	auto_resolved
“Thutang	“thutang	Thutang		THUTANG	thutang		UNK		high	39002017	1	pos_unknown	auto_resolved
kihilkik	kihilkik	ki-hil-kik		REFL-turn-ITER	hil		UNK		high	40002012	1	pos_unknown	auto_resolved
taksate	taksate	taksa-te		wheat-PL	taksa		UNK		high	40003012	1	pos_unknown	auto_resolved
luilui	luilui	lui~lui		brook~REDUP	lui~lui		UNK		high	40006007	1	pos_unknown	auto_resolved
“Mittang	“mittang	Mittang		MITTANG	mittang		UNK		high	40006022	1	pos_unknown	auto_resolved
“Vanah	“vanah	Vanah		VANAH	vanah		UNK		high	40006026	1	pos_unknown	auto_resolved
kheek	kheek	kheek		mark	kheek		UNK		high	40006028	1	pos_unknown	auto_resolved
(Gentail	(gentail	Gentail		GENTAIL	gentail		UNK		high	40006032	1	pos_unknown	auto_resolved
kawcikin	kawcikin	kaw-cik-in		call-quick-ERG	kaw		UNK		high	40007014	1	pos_unknown	auto_resolved
“Mopina	“mopina	Mopina		MOPINA	mopina		UNK		high	40009015	1	pos_unknown	auto_resolved
“Dawimang	“dawimang	Dawimang		DAWIMANG	dawimang		UNK		high	40009034	1	pos_unknown	auto_resolved
tawmbek	tawmbek	tawm-bek		short-only	tawm		UNK		high	40009037	1	pos_unknown	auto_resolved
“Ngiahon	“ngiahon	Ngiahon		NGIAHON	ngiahon		UNK		high	40010016	1	pos_unknown	auto_resolved
huau	huau	hu-au		grandparent-male	hu		UNK		high	40010027	1	pos_unknown	auto_resolved
mawkkiat	mawkkiat	mawk-kiat		wet-break	mawk		UNK		high	40010029	1	pos_unknown	auto_resolved
mittawt	mittawt	mittawt		blind	mittawt		UNK		high	40012022	1	pos_unknown	auto_resolved
“Singgah	“singgah	Singgah		SINGGAH	singgah		UNK		high	40012033	1	pos_unknown	auto_resolved
sawmthumin	sawmthumin	sawmthum-in		thirty-ERG	sawmthum		UNK		high	40013023	1	pos_unknown	auto_resolved
“Tahumte	“tahumte	Tahumte		TAHUMTE	tahumte		UNK		high	40013030	1	pos_unknown	auto_resolved
“Taangci	“taangci	Taangci		TAANGCI	taangci		UNK		high	40013037	1	pos_unknown	auto_resolved
“Tuu	“tuu	tuu		climb	tuu		UNK		high	40015024	1	pos_unknown	auto_resolved
“Nupi	“nupi	Nupi		NUPI	nupi		UNK		high	40015028	1	pos_unknown	auto_resolved
tawmkik	tawmkik	tawm-kik		DIMIN-ITER	tawm		UNK		high	40015037	1	pos_unknown	auto_resolved
“Jonah	“jonah	Jonah'		JONAH.POSS	jonah		UNK		high	40016017	1	pos_unknown	auto_resolved
taangin	taangin	taang-in		beautiful-ERG	taang		UNK		high	40017002	1	pos_unknown	auto_resolved
ciangbek	ciangbek	ciang-bek		become-only	ciang		UNK		high	40018022	1	pos_unknown	auto_resolved
lohzo	lohzo	loh-zo		NEG-COMPL	loh		UNK		high	40018025	1	pos_unknown	auto_resolved
“Nupa	“nupa	Nupa		NUPA	nupa		UNK		high	40019010	1	pos_unknown	auto_resolved
khingin	khingin	khing-in		lean-ERG	khing		UNK		high	40019022	1	pos_unknown	auto_resolved
“Gah	“gah	gah		branch	gah		UNK		high	40021019	1	pos_unknown	auto_resolved
kuansanin	kuansanin	kuan-san-in		family-at-ERG	kuan		UNK		high	40022005	1	pos_unknown	auto_resolved
thovai	thovai	tho-vai		awake-chaff	tho		UNK		high	40023024	1	pos_unknown	auto_resolved
Barakhiah	barakhiah	Barakhiah'		BARAKHIAH.POSS	barakhiah		UNK		high	40023035	1	pos_unknown	auto_resolved
tupcip	tupcip	tup-cip		flood-squeeze	tup		UNK		high	40024039	1	pos_unknown	auto_resolved
thunthuah	thunthuah	thun-thuah		oil-use	thun		UNK		high	40025003	1	pos_unknown	auto_resolved
leitawm	leitawm	lei-tawm		buy-enough	lei		UNK		high	40025009	1	pos_unknown	auto_resolved
“Buaina	“buaina	Buaina		BUAINA	buaina		UNK		high	40026005	1	pos_unknown	auto_resolved
“Ankuang	“ankuang	Ankuang		ANKUANG	ankuang		UNK		high	40026023	1	pos_unknown	auto_resolved
“Nai	“nai	nai		near	nai		UNK		high	40026040	1	pos_unknown	auto_resolved
khuangta	khuangta	khuang-ta		cock-already	khuang		UNK		high	40026074	1	pos_unknown	auto_resolved
“Barabbas	“barabbas	Barabbas		BARABBAS	barabbas		UNK		high	40027017	1	pos_unknown	auto_resolved
“Barabbas,”	“barabbas,”	Barabbas		BARABBAS	barabbas		UNK		high	40027021	1	pos_unknown	auto_resolved
sabakthani	sabakthani	sabakthani		forsaken.me[Aramaic]	sabakthani		UNK		high	40027046	1	pos_unknown	auto_resolved
zelpak	zelpak	zel-pak		fame-spread	zel		UNK		high	41001028	1	pos_unknown	auto_resolved
tunphetin	tunphetin	tun-phet-in		now-tell-ERG	tun		UNK		high	41001030	1	pos_unknown	auto_resolved
“Tho-in	“tho-in	Tho-in		THO-IN	tho		UNK		high	41002011	1	pos_unknown	auto_resolved
gahzo	gahzo	gah-zo		fruit-COMPL	gah		UNK		high	41004007	1	pos_unknown	auto_resolved
pukpah	pukpah	puk-pah		root-exactly	puk		UNK		high	41004017	1	pos_unknown	auto_resolved
zaai	zaai	zaai		languish	zaai		UNK		high	41004032	1	pos_unknown	auto_resolved
“Kilok	“kilok	Kilok		KILOK	kilok		UNK		high	41004039	1	pos_unknown	auto_resolved
“Dawi	“dawi	Dawi		DAWI	dawi		UNK		high	41005008	1	pos_unknown	auto_resolved
lawnkhit	lawnkhit	lawn-khit		look-recover	lawn		UNK		high	41005029	1	pos_unknown	auto_resolved
Cidamsuak	cidamsuak	cidamsuak		?	cidamsuak		UNK		unknown	41005034	1	pos_unknown|partial_gloss|confidence_unknown	auto_resolved
kumi	kumi	kumi		arise	kumi		UNK		high	41005041	1	pos_unknown	auto_resolved
Simon-te	simon-te	Simon-te'		SIMON-TE.POSS	simon		UNK		high	41006003	1	pos_unknown	auto_resolved
“Tanglai-a	“tanglai-a	Tanglai-a		TANGLAI-A	tanglai		UNK		high	41006015	1	pos_unknown	auto_resolved
khawngin	khawngin	khawng-in		about-ERG	khawng		UNK		high	41006048	1	pos_unknown	auto_resolved
daipah	daipah	dai-pah		still-unable	dai		UNK		high	41006051	1	pos_unknown	auto_resolved
(Farisi	(farisi	Farisi		FARISI	farisi		UNK		high	41007003	1	pos_unknown	auto_resolved
khawngte	khawngte	khawng-te		cup-PL	khawng		UNK		high	41007004	1	pos_unknown	auto_resolved
korban	korban	korban		KORBAN	korban		UNK		high	41007011	1	pos_unknown	auto_resolved
bilngongin	bilngongin	bilngong-in		deaf-ERG	bilngong		UNK		high	41007032	1	pos_unknown	auto_resolved
“Kihong	“kihong	Kihong		KIHONG	kihong		UNK		high	41007034	1	pos_unknown	auto_resolved
Effatha”	effatha”	Effatha		EFFATHA	effatha		UNK		high	41007034	1	pos_unknown	auto_resolved
thokik,”	thokik,”	tho-kik		arise-ITER	tho		UNK		high	41009010	1	pos_unknown	auto_resolved
“Thungetna	“thungetna	Thungetna		THUNGETNA	thungetna		UNK		high	41009029	1	pos_unknown	auto_resolved
thuahpah	thuahpah	thuah-pah		miracle-exactly	thuah		UNK		high	41009039	1	pos_unknown	auto_resolved
mih	mih	mih		maimed	mih		UNK		high	41009043	1	pos_unknown	auto_resolved
“Minthangin	“minthangin	Minthangin		MINTHANGIN	minthangin		UNK		high	41010037	1	pos_unknown	auto_resolved
Timias	timias	Timias'		TIMIAS.POSS	timias		UNK		high	41010046	1	pos_unknown	auto_resolved
(Midangte	(midangte	Midangte'		other.person-PL.POSS	midangte		UNK		high	41011026	1	pos_unknown	auto_resolved
“Adangte	“adangte	Adangte		ADANGTE	adangte		UNK		high	41012043	1	pos_unknown	auto_resolved
pi-ah	pi-ah	pi-ah		grandmother-LOC	pi		UNK		high	41013014	1	pos_unknown	auto_resolved
khuankuan	khuankuan	khuan-kuan		village~REDUP	khuan		UNK		high	41013035	1	pos_unknown	auto_resolved
peuhpeuhun	peuhpeuhun	peuh-peuh-un		each-REDUP-IMP	peuh		UNK		high	41014007	1	pos_unknown	auto_resolved
“Ze-etna-ah	“ze-etna-ah	Ze-etna-ah		ZE-ETNA-AH	ze		UNK		high	41014038	1	pos_unknown	auto_resolved
“Phatna	“phatna	Phatna		PHATNA	phatna		UNK		high	41014061	1	pos_unknown	auto_resolved
sabakthani?”	sabakthani?”	sabakthani		forsaken.me[Aramaic]	sabakthani		UNK		high	41015034	1	pos_unknown	auto_resolved
Salome-te	salome-te	salome-te		SALOME-PL	salome		UNK		high	41016001	1	pos_unknown	auto_resolved
“Lamdangsa	“lamdangsa	Lamdangsa		LAMDANGSA	lamdangsa		UNK		high	41016006	1	pos_unknown	auto_resolved
ngeizel	ngeizel	ngei-zel		possess-separate	ngei		UNK		high	42001009	1	pos_unknown	auto_resolved
“Zekhariah	“zekhariah	Zekhariah		ZEKHARIAH	zekhariah		UNK		high	42001013	1	pos_unknown	auto_resolved
“Mary	“mary	Mary		MARY	mary		UNK		high	42001030	1	pos_unknown	auto_resolved
Fanuel	fanuel	Fanuel'		FANUEL.POSS	fanuel		UNK		high	42002036	1	pos_unknown	auto_resolved
kawite	kawite	kawi-te		crooked-PL	kawi		UNK		high	42003005	1	pos_unknown	auto_resolved
“Puanak	“puanak	Puanak		PUANAK	puanak		UNK		high	42003011	1	pos_unknown	auto_resolved
“Zawhthawh	“zawhthawh	Zawhthawh		ZAWHTHAWH	zawhthawh		UNK		high	42003014	1	pos_unknown	auto_resolved
lemin	lemin	lem-in		prepare-ERG	lem		UNK		high	42004017	1	pos_unknown	auto_resolved
“Paunak	“paunak	Paunak		PAUNAK	paunak		UNK		high	42004023	1	pos_unknown	auto_resolved
keenah	keenah	keen-ah		straight-LOC	keen		UNK		high	42004029	1	pos_unknown	auto_resolved
hiau	hiau	hiau		directly	hiau		UNK		high	42004030	1	pos_unknown	auto_resolved
“Mopawi-ah	“mopawi-ah	Mopawi-ah		MOPAWI-AH	mopawi		UNK		high	42005034	1	pos_unknown	auto_resolved
henhen	henhen	hen~hen		tie~REDUP	hen~hen		UNK		high	42006038	1	pos_unknown	auto_resolved
tahtah	tahtah	tah~tah		press~REDUP	tah~tah		UNK		high	42006038	1	pos_unknown	auto_resolved
khuamkua	khuamkua	khuam-kua		village-hole	khuam		UNK		high	42006048	1	pos_unknown	auto_resolved
mawkmawkah	mawkmawkah	mawkmawk-ah		common-LOC	mawkmawk		UNK		high	42006049	1	pos_unknown	auto_resolved
vui-a	vui-a	vui-a		dust-LOC	vui		UNK		high	42007012	1	pos_unknown	auto_resolved
kimaisakte	kimaisakte	ki-maisak-te		appear-PL	maisak		UNK		high	42007047	1	pos_unknown	auto_resolved
(Magdala	(magdala	Magdala		MAGDALA	magdala		UNK		high	42008002	1	pos_unknown	auto_resolved
Khuza	khuza	Khuza'		KHUZA.POSS	khuza		UNK		high	42008003	1	pos_unknown	auto_resolved
Honpi,”	honpi,”	Honpi		HONPI	honpi		UNK		high	42008030	1	pos_unknown	auto_resolved
kangpah	kangpah	kang-pah		burn-fire	kang		UNK		high	42008044	1	pos_unknown	auto_resolved
tungsakte	tungsakte	tungsakte'		lift.up-PL.POSS	tungsakte		UNK		high	42009004	1	pos_unknown	auto_resolved
hoho	hoho	ho~ho		crowd~REDUP	ho~ho		UNK		high	42010004	1	pos_unknown	auto_resolved
“Martha	“martha	Martha		MARTHA	martha		UNK		high	42010041	1	pos_unknown	auto_resolved
taangkim	taangkim	taang-kim		rise-complete	taang		UNK		high	42011036	1	pos_unknown	auto_resolved
hamu-in	hamu-in	hamu-in		file-ERG	hamu		UNK		high	42012006	1	pos_unknown	auto_resolved
zum-ah	zum-ah	zum-ah		bow-LOC	zum		UNK		high	42012058	1	pos_unknown	auto_resolved
kaigawpin	kaigawpin	kai-gawp-in		lead-cover-ERG	kai		UNK		high	42012058	1	pos_unknown	auto_resolved
“Herod	“herod	Herod		HEROD	herod		UNK		high	42013031	1	pos_unknown	auto_resolved
phuhkhit	phuhkhit	phuh-khit		plant-finish	phuh		UNK		high	42014029	1	pos_unknown	auto_resolved
Tu'n	tu'n	tu'n		now.EMPH	tun		UNK		high	42016004	1	pos_unknown	auto_resolved
liahliah	liahliah	liah~liah		cloud~REDUP	liah~liah		UNK		high	42016021	1	pos_unknown	auto_resolved
“Ankam	“ankam	Ankam		ANKAM	ankam		UNK		high	42017006	1	pos_unknown	auto_resolved
“Nikhat	“nikhat	Nikhat		NIKHAT	nikhat		UNK		high	42017022	1	pos_unknown	auto_resolved
taanzaih	taanzaih	taan-zaih		rise-build	taan		UNK		high	42017024	1	pos_unknown	auto_resolved
“Tuani	“tuani	Tuani		TUANI	tuani		UNK		high	42017031	1	pos_unknown	auto_resolved
“Thungen	“thungen	Thungen		THUNGEN	thungen		UNK		high	42018010	1	pos_unknown	auto_resolved
geinai	geinai	gei-nai		edge-near	gei		UNK		high	42018040	1	pos_unknown	auto_resolved
“Zakkhias	“zakkhias	Zakkhias		ZAKKHIAS	zakkhias		UNK		high	42019005	1	pos_unknown	auto_resolved
“Mimawh	“mimawh	Mimawh		MIMAWH	mimawh		UNK		high	42019007	1	pos_unknown	auto_resolved
tunkuan	tunkuan	tun-kuan		arrive-authority	tun		UNK		high	42019037	1	pos_unknown	auto_resolved
satgawpin	satgawpin	satgawp-in		beat-ERG	satgawp		UNK		high	42020011	1	pos_unknown	auto_resolved
“'Innlamte	“'innlamte	Innlamte		INNLAMTE	innlamte		UNK		high	42020017	1	pos_unknown	auto_resolved
dengvuigawp	dengvuigawp	deng-vui-gawp		pound-dust-INTENS	deng		UNK		high	42020018	1	pos_unknown	auto_resolved
“Thawhkikna	“thawhkikna	Thawhkikna		THAWHKIKNA	thawhkikna		UNK		high	42020027	1	pos_unknown	auto_resolved
nunungpen	nunungpen	nunung-pen		last-TOP	nunung		UNK		high	42022026	1	pos_unknown	auto_resolved
“Ze-etna	“ze-etna	Ze-etna		ZE-ETNA	ze		UNK		high	42022040	1	pos_unknown	auto_resolved
“Judas	“judas	Judas		JUDAS	judas		UNK		high	42022048	1	pos_unknown	auto_resolved
nakpau	nakpau	nakpau		vehemently	nakpau		UNK		high	42023005	1	pos_unknown	auto_resolved
tumpah	tumpah	tum-pah		stumble-strike	tum		UNK		high	42024003	1	pos_unknown	auto_resolved
“Bangzah	“bangzah	Bangzah		BANGZAH	bangzah		UNK		high	42024025	1	pos_unknown	auto_resolved
haktawm	haktawm	hak-tawm		INTENS-DIMIN	hak		UNK		high	42024031	1	pos_unknown	auto_resolved
“Nektheih	“nektheih	Nektheih		NEKTHEIH	nektheih		UNK		high	42024041	1	pos_unknown	auto_resolved
“Messiah	“messiah	Messiah		MESSIAH	messiah		UNK		high	43001041	1	pos_unknown	auto_resolved
“Theikung	“theikung	Theikung		THEIKUNG	theikung		UNK		high	43001050	1	pos_unknown	auto_resolved
masakin	masakin	masak-in		first-ERG	masak		UNK		high	43002010	1	pos_unknown	auto_resolved
kisian	kisian	ki-sian'		REFL-purify.POSS	sian		UNK		high	43003025	1	pos_unknown	auto_resolved
Saikhar	saikhar	saikhar		Sychar	saikhar		UNK		high	43004005	1	pos_unknown	auto_resolved
Khaituh	khaituh	khai-t-uh		hold-?-2/3PL	khai		N		low	43004036	1	partial_gloss|confidence_low	auto_resolved
kiamvat	kiamvat	kiam-vat		diminish-quick	kiam		UNK		high	43004052	1	pos_unknown	auto_resolved
citciat	citciat	cit~ciat		go~REDUP	cit~ciat		UNK		high	43005009	1	pos_unknown	auto_resolved
“Siloam	“siloam	Siloam		SILOAM	siloam		UNK		high	43009007	1	pos_unknown	auto_resolved
(Siloam	(siloam	Siloam		SILOAM	siloam		UNK		high	43009007	1	pos_unknown	auto_resolved
“Ngettawm	“ngettawm	Ngettawm		NGETTAWM	ngettawm		UNK		high	43009008	1	pos_unknown	auto_resolved
tuukong	tuukong	tuu-kong		gourd-hole	tuu		UNK		high	43010003	1	pos_unknown	auto_resolved
maimai	maimai	mai~mai		face~REDUP	mai~mai		UNK		high	43010010	1	pos_unknown	auto_resolved
kicialtawm	kicialtawm	ki-cial-tawm		REFL-scatter-short	cial		UNK		high	43010012	1	pos_unknown	auto_resolved
