kc_word	kc_freq	eng_gloss	pmi_score	pair_count	confidence	rank
Kei	12	you	0.8506	6	0.5000	3
Kei	12	to	0.5875	5	0.4167	4
Kei	12	that	0.4074	5	0.4167	5
Keima	5	shall	2.7469	5	1.0000	1
Keima	5	and	0.1908	5	1.0000	2
Keima	5	in	1.8448	4	0.8000	3
Keima	5	name	5.2087	3	0.6000	4
Keima	5	but	1.7978	3	0.6000	5
Kha	6	spirit	5.0832	6	1.0000	1
Kha	6	the	0.5659	6	1.0000	2
Kha	6	he	0.2687	5	0.8333	3
Kha	6	unclean	5.0832	3	0.5000	4
Kha	6	out	2.2554	3	0.5000	5
Khasiangtho	4	ghost	6.8202	4	1.0000	1
Khasiangtho	4	holy	6.5978	4	1.0000	2
Khasiangtho	4	the	0.5659	4	1.0000	3
Khasiangtho	4	shall	2.3319	3	0.7500	4
Khasiangtho	4	but	2.1197	3	0.7500	5
Khatvei	3	again	4.6503	3	1.0000	1
Khatvei	3	the	0.5659	3	1.0000	2
Khatvei	3	he	0.5317	3	1.0000	3
Khatvei	3	and	0.1908	3	1.0000	4
Kote	3	we	4.0832	3	1.0000	1
Kote	3	you	1.8506	3	1.0000	2
Kote	3	to	1.8506	3	1.0000	3
Kote	3	say	1.4165	3	1.0000	4
Kuamah	3	no	4.0128	3	1.0000	1
Kuamah	3	man	2.8506	3	1.0000	2
Kuamah	3	it	2.4983	3	1.0000	3
Kuamah	3	of	1.2914	3	1.0000	4
Kuamah	3	and	0.1908	3	1.0000	5
Kumpipa	3	king	5.8202	3	1.0000	1
Kumpipa	3	with	2.5978	3	1.0000	2
Kumpipa	3	the	0.5659	3	1.0000	3
Kumpipa	3	and	0.1908	3	1.0000	4
Laisiangtho	4	the	0.5659	4	1.0000	1
Laisiangtho	4	and	0.1908	4	1.0000	2
Laisiangtho	4	not	2.1446	3	0.7500	3
Laisiangtho	4	you	1.4355	3	0.7500	4
Laisiangtho	4	be	0.5103	3	0.7500	5
Magdalene	4	mary	7.0832	4	1.0000	1
Magdalene	4	of	1.2914	4	1.0000	2
Magdalene	4	be	0.9254	4	1.0000	3
Magdalene	4	the	0.5659	4	1.0000	4
Magdalene	4	mother	4.7422	3	0.7500	5
Mary	5	mary	7.0832	5	1.0000	1
Mary	5	of	1.2914	5	1.0000	2
Mary	5	be	0.9254	5	1.0000	3
Mary	5	the	0.5659	5	1.0000	4
Mary	5	he	0.2098	4	0.8000	5
Mi	21	and	0.0464	19	0.9048	1
